label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
c,0.1069994568824768,0.47428661584854126,0.041421372443437576,0.9999922513961792,0.2048514187335968,0.48866820335388184,-0.18609042465686798,0.9999369382858276,0.2297840714454651,0.3809363543987274,0.24358101189136505,0.9998747110366821,0.22103548049926758,0.8430569171905518,-0.15677596628665924,0.9806344509124756,0.22358065843582153,0.7100375890731812,0.2542803883552551,0.1141880676150322,0.10087653994560242,0.7722330689430237,0.009890573099255562,0.9817752838134766,0.10833853483200073,0.7488110065460205,0.1559210568666458,0.5673405528068542,0.4870743155479431,0.5094209313392639,-0.13218367099761963,0.9997205138206482,0.49272647500038147,0.42711398005485535,0.13207754492759705,0.9997337460517883,0.6952123045921326,0.6015366315841675,-0.06431745737791061,0.9335669875144958,0.6937123537063599,0.5379248261451721,0.12970641255378723,0.1056971549987793,0.9125684499740601,0.6232634782791138,-0.05316285043954849,0.9615803956985474,0.897537350654602,0.583499550819397,0.16604559123516083,0.28164640069007874,0.9604372978210449,0.6149680614471436,-0.05965811386704445,0.9591099619865417,0.9428747892379761,0.5789681077003479,0.16599208116531372,0.5008332133293152,0.8933367133140564,0.8007545471191406,-0.15618060529232025,0.9652726054191589,0.8831064701080322,0.752967119216919,0.10702032595872879,0.5153293013572693
c,0.932826042175293,0.4750010371208191,-5.403510294854641e-05,0.9999622106552124,0.7994520664215088,0.323116272687912,0.25157418847084045,0.9998860359191895,0.8138812184333801,0.4197809100151062,-0.2017596960067749,0.9999419450759888,0.7839754819869995,0.7797448635101318,0.28120341897010803,0.24259179830551147,0.790094792842865,0.8910106420516968,-0.24093268811702728,0.998371422290802,0.9056268930435181,0.8329843282699585,0.18930475413799286,0.24492105841636658,0.9167400002479553,0.8604339361190796,-0.15773890912532806,0.9923575520515442,0.5395205020904541,0.3695305585861206,0.14899474382400513,0.9997604489326477,0.544197678565979,0.40438443422317505,-0.14905433356761932,0.999901533126831,0.3242652416229248,0.4961507022380829,0.19301176071166992,0.11088210344314575,0.32052794098854065,0.5296708941459656,-0.1032617911696434,0.9801450967788696,0.1301344633102417,0.571783185005188,0.3009952902793884,0.4430791139602661,0.09130483865737915,0.6159992814064026,-0.08423205465078354,0.9920592308044434,0.08581799268722534,0.5464649796485901,0.30426904559135437,0.7838744521141052,0.04128009080886841,0.5843479037284851,-0.08424517512321472,0.9898430705070496,0.12046384811401367,0.8354783654212952,0.1940588355064392,0.8101701140403748,0.08630618453025818,0.8905347585678101,-0.2095077931880951,0.990062415599823
c,0.11903372406959534,0.49746012687683105,-0.1146165207028389,0.9999856948852539,0.24331247806549072,0.4734306335449219,-0.39095208048820496,0.9999316930770874,0.2573454678058624,0.37125614285469055,0.2810019552707672,0.9998117089271545,0.2705540060997009,0.8707212805747986,-0.35815930366516113,0.983075737953186,0.27285516262054443,0.7671177983283997,0.2411985844373703,0.011952231638133526,0.14080721139907837,0.8528302907943726,-0.105555459856987,0.9808765053749084,0.15314537286758423,0.8029254078865051,-0.04848160967230797,0.21685519814491272,0.5161436200141907,0.5504381060600281,-0.20439426600933075,0.998928964138031,0.5143155455589294,0.47850191593170166,0.20438745617866516,0.9989559650421143,0.7252116203308105,0.6165909171104431,-0.05445576459169388,0.6026929020881653,0.7183394432067871,0.5781449675559998,0.2690961956977844,0.029948249459266663,0.9227513074874878,0.6852189898490906,0.088290736079216,0.8422180414199829,0.9069100618362427,0.6535726189613342,0.4179975986480713,0.1921272873878479,0.9569737911224365,0.6532353162765503,0.09151729196310043,0.7990923523902893,0.9446998834609985,0.6249489188194275,0.42719200253486633,0.43470749258995056,0.9286929368972778,0.9148889780044556,-0.07762139290571213,0.8732373714447021,0.9100391864776611,0.8772808313369751,0.31082668900489807,0.4210522472858429
c,0.883873462677002,0.49821600317955017,0.004287178628146648,0.9999948740005493,0.7526502013206482,0.3835054337978363,0.29070886969566345,0.9999904632568359,0.7899689674377441,0.4695931375026703,-0.206533282995224,0.9999915361404419,0.7409868240356445,0.805443286895752,0.36107388138771057,0.7280330657958984,0.7771081328392029,0.9281373023986816,-0.3077314794063568,0.9994906187057495,0.8466503620147705,0.8282424211502075,0.2927117943763733,0.942794680595398,0.8919180035591125,0.912102460861206,-0.33189284801483154,0.999880313873291,0.519109308719635,0.4039251208305359,0.15990671515464783,0.9998615980148315,0.524323582649231,0.4879872500896454,-0.15990974009037018,0.9999452829360962,0.3163186311721802,0.5149977207183838,0.19484269618988037,0.25342699885368347,0.314491331577301,0.5506902933120728,-0.12836752831935883,0.9947551488876343,0.125626802444458,0.6169119477272034,0.28180745244026184,0.7823502421379089,0.11286348104476929,0.6462196707725525,-0.06207135319709778,0.9976557493209839,0.08053600788116455,0.6162499785423279,0.2833690941333771,0.9316165447235107,0.07394453883171082,0.6422998309135437,-0.057218391448259354,0.9976569414138794,0.15033558011054993,0.8199281692504883,0.17378084361553192,0.9561271071434021,0.1448175013065338,0.8635700941085815,-0.1595916450023651,0.9967582821846008
c,0.9160773158073425,0.5648869276046753,0.018602898344397545,0.9999972581863403,0.7817789316177368,0.42807573080062866,0.25504070520401,0.999985933303833,0.8100244998931885,0.5115076303482056,-0.16167469322681427,0.9999878406524658,0.7648041248321533,0.8287850618362427,0.29406994581222534,0.6779437065124512,0.7846349477767944,0.9512699842453003,-0.17418357729911804,0.9992245435714722,0.8854351043701172,0.8611673712730408,0.21663744747638702,0.7689876556396484,0.8991763591766357,0.889713704586029,-0.08538691699504852,0.9981947541236877,0.5444369912147522,0.42830702662467957,0.1333775371313095,0.9998000264167786,0.554713249206543,0.5063508749008179,-0.13347594439983368,0.9999096393585205,0.3409712314605713,0.6394498348236084,0.15651895105838776,0.07793563604354858,0.33643442392349243,0.6959824562072754,-0.10438470542430878,0.97576504945755,0.14381089806556702,0.643689751625061,0.22634536027908325,0.3146686553955078,0.12759864330291748,0.6617430448532104,-0.06059328466653824,0.9872432947158813,0.09588682651519775,0.6085799336433411,0.2271701693534851,0.7055033445358276,0.08378812670707703,0.6183570623397827,-0.05559349060058594,0.9883918166160583,0.13789692521095276,0.8522911071777344,0.1404346078634262,0.7618417739868164,0.1234055757522583,0.8898458480834961,-0.1337990015745163,0.9880350232124329
c,0.9258313179016113,0.38530266284942627,0.0023922009859234095,0.9999871253967285,0.7777727246284485,0.3347688615322113,0.22806596755981445,0.9999878406524658,0.8138641119003296,0.36136937141418457,-0.163621723651886,0.9999929666519165,0.7733609080314636,0.6123230457305908,0.2681288719177246,0.6153149604797363,0.7892741560935974,0.6475461721420288,-0.22240886092185974,0.999100923538208,0.7769870758056641,0.8287848830223083,0.19345559179782867,0.8206989765167236,0.7948915958404541,0.9063465595245361,-0.24463985860347748,0.9994620680809021,0.5381069779396057,0.43005889654159546,0.12229228019714355,0.9999384880065918,0.5489785075187683,0.46419912576675415,-0.12236763536930084,0.9999802112579346,0.3461010456085205,0.5983734726905823,0.169869527220726,0.15090824663639069,0.3520115911960602,0.6405741572380066,-0.10417598485946655,0.9910092353820801,0.1726565957069397,0.7310893535614014,0.27825939655303955,0.6273583769798279,0.13778087496757507,0.771140456199646,-0.09490223973989487,0.9984317421913147,0.13376548886299133,0.750326931476593,0.281801700592041,0.8759866952896118,0.09443554282188416,0.7792923450469971,-0.09633562713861465,0.9983087778091431,0.2080991566181183,0.8572440147399902,0.17362089455127716,0.9269869327545166,0.1838708221912384,0.911611020565033,-0.2064625769853592,0.997930645942688
c,0.16512376070022583,0.5535547733306885,-0.44988325238227844,0.9999376535415649,0.3574170768260956,0.42329323291778564,-0.5215398073196411,0.9995946288108826,0.2205314338207245,0.4072163999080658,-0.21544013917446136,0.9999498128890991,0.41127121448516846,0.8209247589111328,-0.5460599064826965,0.975723147392273,0.22813156247138977,0.6824877262115479,-0.26594093441963196,0.2282520830631256,0.255300909280777,0.8511552810668945,-0.4789506494998932,0.9905672669410706,0.15469509363174438,0.8119288682937622,-0.5295915603637695,0.8998621106147766,0.5598383545875549,0.39672449231147766,-0.11153993010520935,0.9999070167541504,0.48964160680770874,0.4265218675136566,0.1112109124660492,0.9999241828918457,0.7446377277374268,0.49159425497055054,0.09764246642589569,0.8341754078865051,0.6419273018836975,0.5221716165542603,0.32286012172698975,0.08607475459575653,0.8858357667922974,0.5670412182807922,0.2980438768863678,0.9737445712089539,0.7666664123535156,0.569088339805603,0.5954666137695312,0.35016733407974243,0.9136720895767212,0.5446335077285767,0.3109711706638336,0.932123064994812,0.7939462661743164,0.5470610857009888,0.6227152347564697,0.35294240713119507,0.9016141295433044,0.7410004138946533,0.20898249745368958,0.9783737659454346,0.7686558961868286,0.7240289449691772,0.5775151252746582,0.6419359445571899
c,0.8698937892913818,0.4923740029335022,0.05009867995977402,0.9999960660934448,0.7485143542289734,0.44147348403930664,0.2604549825191498,0.9999872446060181,0.783653736114502,0.5013530254364014,-0.13928252458572388,0.999993085861206,0.7474329471588135,0.7405132055282593,0.2683575749397278,0.6180552244186401,0.7769861221313477,0.8227240443229675,-0.13628092408180237,0.9996127486228943,0.8280758857727051,0.786040723323822,0.17337676882743835,0.7492089867591858,0.8626521229743958,0.8090373277664185,-0.02873864956200123,0.9994105100631714,0.5370610356330872,0.4819822907447815,0.12761369347572327,0.9999679327011108,0.55323725938797,0.5472667813301086,-0.12768645584583282,0.9999886751174927,0.3461056351661682,0.5686200857162476,0.15582513809204102,0.480770081281662,0.348300963640213,0.6426794528961182,-0.14301317930221558,0.9988127946853638,0.15960896015167236,0.6275335550308228,0.2202824056148529,0.8948932886123657,0.1386081874370575,0.6941635012626648,-0.17892688512802124,0.9994800686836243,0.12349587678909302,0.6096888184547424,0.22219257056713104,0.9618023037910461,0.09258189797401428,0.6685534715652466,-0.1817081868648529,0.9988723397254944,0.14888089895248413,0.7912076711654663,0.14499686658382416,0.97249436378479,0.12054672837257385,0.8444710969924927,-0.2701599895954132,0.9992018342018127
c,0.11374551057815552,0.49094316363334656,-0.6274005174636841,0.9999651908874512,0.2864552140235901,0.4935697913169861,-0.7098085284233093,0.9998010993003845,0.18770569562911987,0.4858483374118805,-0.20191219449043274,0.9997527003288269,0.28803449869155884,0.8797624111175537,-0.8457669019699097,0.9904627203941345,0.19326722621917725,0.7826851606369019,-0.29539915919303894,0.21015708148479462,0.1320326328277588,0.8881019353866577,-0.9223735332489014,0.9986888766288757,0.1215992271900177,0.876081109046936,-0.6613613963127136,0.8189027309417725,0.5046300292015076,0.4524747431278229,-0.1720360815525055,0.9994137287139893,0.46403932571411133,0.4511040151119232,0.1718195229768753,0.9991176724433899,0.6953110098838806,0.5195539593696594,0.027507077902555466,0.9595308303833008,0.6177074313163757,0.5120669603347778,0.5317708849906921,0.03980223834514618,0.8901239633560181,0.5318562984466553,0.17703309655189514,0.9956567287445068,0.7488797903060913,0.4914264678955078,0.9957772493362427,0.322390079498291,0.9235035181045532,0.48246678709983826,0.179106667637825,0.9743748307228088,0.773594319820404,0.46152958273887634,1.0381650924682617,0.4484610855579376,0.9187041521072388,0.7008844614028931,-0.031052839010953903,0.9954206347465515,0.7516820430755615,0.6333129405975342,0.9638199806213379,0.6067097187042236
c,0.16455605626106262,0.5890458822250366,-0.37393999099731445,0.9999756813049316,0.33098161220550537,0.44170743227005005,-0.4248366355895996,0.9997468590736389,0.21050316095352173,0.42311275005340576,-0.13291871547698975,0.999953031539917,0.36157843470573425,0.8357774019241333,-0.45338428020477295,0.988141655921936,0.2126639187335968,0.7306575775146484,-0.20208393037319183,0.34282544255256653,0.1653631627559662,0.8576129674911499,-0.39084163308143616,0.9971919655799866,0.12981605529785156,0.8225104212760925,-0.4633728563785553,0.9552321434020996,0.548081636428833,0.33853679895401,-0.10281459987163544,0.9999352693557739,0.4904120862483978,0.38701555132865906,0.1025303527712822,0.9999445676803589,0.7446223497390747,0.5100270509719849,0.04351881518959999,0.882114589214325,0.6729954481124878,0.5035182237625122,0.22242234647274017,0.17406271398067474,0.9038426876068115,0.5192925930023193,0.19657111167907715,0.9796477556228638,0.7954418659210205,0.518869161605835,0.4463452100753784,0.38902562856674194,0.9404324293136597,0.4930351674556732,0.20533624291419983,0.9540248513221741,0.8321859836578369,0.4940507411956787,0.4685460031032562,0.4168184995651245,0.9086101651191711,0.6856328248977661,0.10454414039850235,0.9841709733009338,0.8167725801467896,0.6766722202301025,0.4192967712879181,0.6691031455993652
c,0.11046355962753296,0.48891401290893555,-0.06986251473426819,0.9999829530715942,0.2276315987110138,0.44380033016204834,-0.20697420835494995,0.9999257326126099,0.23648056387901306,0.35269299149513245,0.12708820402622223,0.9998742341995239,0.2504466772079468,0.8703458309173584,-0.1891956627368927,0.9568107724189758,0.2521727979183197,0.7001823782920837,0.1782926619052887,0.14960968494415283,0.12998750805854797,0.8191438317298889,-0.07208028435707092,0.9762720465660095,0.13723799586296082,0.7509704828262329,0.14342404901981354,0.6541604399681091,0.5011646151542664,0.37110885977745056,-0.1048421636223793,0.9998559951782227,0.5001307129859924,0.3474949896335602,0.10474906861782074,0.9998635053634644,0.7100924253463745,0.5089926719665527,-0.03454744815826416,0.837103545665741,0.7038895487785339,0.5090368986129761,0.09320417791604996,0.039900653064250946,0.9102668762207031,0.5902223587036133,-0.0052614943124353886,0.9143862724304199,0.8903124332427979,0.5694299936294556,0.14479723572731018,0.10914240032434464,0.957176685333252,0.5492472052574158,-0.008133040741086006,0.9368225336074829,0.9366744756698608,0.5411875247955322,0.1474084109067917,0.23949512839317322,0.9154425859451294,0.8525065183639526,-0.07082393765449524,0.9347622394561768,0.8998889923095703,0.819843590259552,0.10933201014995575,0.28322041034698486
c,0.12121549248695374,0.48125365376472473,0.030014028772711754,0.9999889135360718,0.20546945929527283,0.5010381937026978,-0.2161576896905899,0.9999297857284546,0.23409505188465118,0.39998897910118103,0.2781115472316742,0.9998111128807068,0.21975433826446533,0.8219081163406372,-0.20412306487560272,0.9818772077560425,0.22867608070373535,0.6890369653701782,0.29336223006248474,0.0791151151061058,0.11042192578315735,0.7590699791908264,-0.03253040462732315,0.9833225011825562,0.11922687292098999,0.737523078918457,0.17410258948802948,0.4902297854423523,0.48003271222114563,0.5209962725639343,-0.15350249409675598,0.9996416568756104,0.4863600730895996,0.4442388713359833,0.15339158475399017,0.9996299743652344,0.6800514459609985,0.6056370735168457,-0.09392214566469193,0.9248608350753784,0.6780653595924377,0.5496695041656494,0.1659669131040573,0.10682500898838043,0.8863093852996826,0.6283515691757202,-0.06668509542942047,0.9689016342163086,0.8658167123794556,0.5994494557380676,0.2393093705177307,0.34685948491096497,0.9319157600402832,0.6167103052139282,-0.07221555709838867,0.95771723985672,0.9151586294174194,0.5959584712982178,0.2426016628742218,0.5785855650901794,0.8598266839981079,0.7898397445678711,-0.18988019227981567,0.9674913883209229,0.8487914800643921,0.7462989091873169,0.1705569326877594,0.5614318251609802
l,0.10190248489379883,0.5617586970329285,-0.04402785003185272,0.999937891960144,0.20730379223823547,0.37752461433410645,-0.20755884051322937,0.9997814297676086,0.22456997632980347,0.31451836228370667,0.17572712898254395,0.9994645714759827,0.24794349074363708,0.8363285064697266,-0.23581799864768982,0.9742064476013184,0.2588769197463989,0.6903247833251953,0.2635200321674347,0.09409989416599274,0.12419676780700684,0.7973122596740723,-0.14922578632831573,0.9821650385856628,0.13872188329696655,0.7313619256019592,0.28183862566947937,0.39868247509002686,0.4737361669540405,0.4111488163471222,-0.12065810710191727,0.9982497096061707,0.47325536608695984,0.3852449953556061,0.12062056362628937,0.9981295466423035,0.6920450925827026,0.5065285563468933,-0.05758317559957504,0.7519652843475342,0.6821798086166382,0.47527727484703064,0.10653170198202133,0.04185943678021431,0.9103641510009766,0.5548663139343262,-0.049221672117710114,0.9072080254554749,0.8641927242279053,0.5171225070953369,0.1570565402507782,0.10992374271154404,0.952426016330719,0.539589524269104,-0.055746860802173615,0.9342880249023438,0.9132288694381714,0.4931137263774872,0.1590166687965393,0.3061509132385254,0.8896784782409668,0.8223720788955688,-0.15867330133914948,0.9175949692726135,0.855868399143219,0.764802098274231,0.10313138365745544,0.27685603499412537
l,0.880689263343811,0.5092475414276123,-0.02441846765577793,0.9999939203262329,0.7724478244781494,0.23786461353302002,0.20057563483715057,0.9999829530715942,0.7879500389099121,0.3551725149154663,-0.18645691871643066,0.9999651908874512,0.7501789331436157,0.6895186305046082,0.2963818907737732,0.7551882863044739,0.770930826663971,0.8712359666824341,-0.2521039545536041,0.9997825026512146,0.8666520714759827,0.6820108890533447,0.3160233199596405,0.7887554168701172,0.9081829786300659,0.8172868490219116,-0.23041047155857086,0.9994195699691772,0.50355064868927,0.40726637840270996,0.12242338061332703,0.9997984766960144,0.5069281458854675,0.5091597437858582,-0.12264098227024078,0.9999053478240967,0.3180108964443207,0.6028587818145752,0.16958190500736237,0.6039957404136658,0.30304285883903503,0.7361247539520264,-0.10539025813341141,0.9969074130058289,0.12977609038352966,0.5560745000839233,0.29789987206459045,0.8565025329589844,0.09440627694129944,0.648018479347229,-0.06266007572412491,0.9983699917793274,0.09373888373374939,0.49398383498191833,0.3068165183067322,0.9592738151550293,0.0741811990737915,0.5793642401695251,-0.05727791786193848,0.997922956943512,0.12614303827285767,0.7716108560562134,0.2543959319591522,0.9652878046035767,0.09707212448120117,0.8623507618904114,-0.12610027194023132,0.9983147382736206
l,0.896449863910675,0.6099380850791931,-0.09400845319032669,0.999991774559021,0.7751555442810059,0.44866248965263367,0.21464648842811584,0.9998794794082642,0.8071269989013672,0.5140011310577393,-0.1257113814353943,0.9999696016311646,0.7682676315307617,0.80125892162323,0.31662312150001526,0.5172598958015442,0.8133593797683716,0.9232518672943115,-0.1541002094745636,0.9993946552276611,0.8915375471115112,0.8233934044837952,0.3188868761062622,0.6701160669326782,0.9205317497253418,0.9164084196090698,-0.10223428905010223,0.9992687106132507,0.4934963285923004,0.4543261229991913,0.11342471092939377,0.999573290348053,0.49415305256843567,0.4855276942253113,-0.1137174591422081,0.9998216032981873,0.3281877934932709,0.7917441129684448,0.18343405425548553,0.09434650838375092,0.3224540948867798,0.8420858383178711,-0.06944660097360611,0.8576384782791138,0.1264382004737854,0.692610502243042,0.2580898106098175,0.18914197385311127,0.10279905796051025,0.7060979604721069,-0.035438962280750275,0.9153658151626587,0.07960382103919983,0.6450427770614624,0.2604363262653351,0.6281038522720337,0.06406635046005249,0.6537759900093079,-0.030357355251908302,0.9504420161247253,0.12841740250587463,0.8964964747428894,0.23013968765735626,0.5552878379821777,0.10946065187454224,0.9259222149848938,-0.06684007495641708,0.9382042288780212
l,0.9064450263977051,0.3504560887813568,-0.04880300909280777,0.999863862991333,0.8141059875488281,0.11944404244422913,0.20792871713638306,0.9999805688858032,0.8138660192489624,0.16039198637008667,-0.2911957800388336,0.9999809265136719,0.7705676555633545,0.46576550602912903,0.2616662085056305,0.17661653459072113,0.7843204140663147,0.5219312906265259,-0.3754752278327942,0.9981094598770142,0.7996718883514404,0.7851144075393677,0.1758006513118744,0.5167414546012878,0.8025786876678467,0.9164206385612488,-0.4041273593902588,0.9992451667785645,0.5547727942466736,0.46616122126579285,0.15926486253738403,0.9998637437820435,0.5554504990577698,0.5635380744934082,-0.15968835353851318,0.9999561309814453,0.320331335067749,0.5199510455131531,0.21555794775485992,0.128204807639122,0.3094910979270935,0.5704762935638428,-0.12858210504055023,0.9603261351585388,0.10689184069633484,0.46978527307510376,0.3292057514190674,0.6519116759300232,0.07134085893630981,0.5435974597930908,-0.08611658960580826,0.9946191310882568,0.06442326307296753,0.4198954105377197,0.3365738093852997,0.9250327944755554,0.03085029125213623,0.48865455389022827,-0.0843472108244896,0.9925792813301086,0.09268063306808472,0.6618601083755493,0.22860021889209747,0.9035757184028625,0.05641251802444458,0.8041021823883057,-0.23246702551841736,0.993057131767273
l,0.06530207395553589,0.49012666940689087,-0.015588643029332161,0.9999682903289795,0.1413058638572693,0.27340567111968994,-0.2710969150066376,0.9999781847000122,0.20458534359931946,0.2399616539478302,0.2761261463165283,0.9998637437820435,0.21154358983039856,0.4932563900947571,-0.48017382621765137,0.9897541403770447,0.31229305267333984,0.3772452473640442,0.4383213520050049,0.03959682211279869,0.17808100581169128,0.7904294729232788,-0.6221402883529663,0.9958230257034302,0.269199013710022,0.6482118368148804,0.4752722680568695,0.4435386657714844,0.477916419506073,0.29151761531829834,-0.17139163613319397,0.9999219179153442,0.48478373885154724,0.2500578463077545,0.17129026353359222,0.9998735189437866,0.7219106554985046,0.449291467666626,-0.12510235607624054,0.8645028471946716,0.7214227914810181,0.3949827253818512,0.16865840554237366,0.043138839304447174,0.9633738994598389,0.6230831146240234,-0.10127001255750656,0.9656548500061035,0.9379026889801025,0.5104114413261414,0.22402116656303406,0.18017420172691345,1.0151044130325317,0.6094186305999756,-0.1059752032160759,0.9848924875259399,0.985216498374939,0.4749656319618225,0.22620616853237152,0.4743775427341461,0.9565831422805786,0.862840473651886,-0.222333163022995,0.9691151976585388,0.9510625600814819,0.7362799644470215,0.14789767563343048,0.44494181871414185
